0.011093502	0.036923526
0.009874608	0.026389866
0.009778054	-0.01145012
0.011681525	0.006034124
0.010027347	0.047914512
0.009626955	0.048223684
0.008790226	0.03495889
0.009452075	-0.024166161
0.00936357	-0.217630426
0.008407016	-0.085348902
0.010636769	0.072861485
0.006400228	0.040432249
0.006783493	0.041817404
0.007018529	-0.03334329
0.006412043	0.009424852
0.007756233	0.003176061
0.010170423	0.043256027
0.011428571	-0.005411335
0.010088781	-0.038600103
0.009721667	0.039729275
0.008045371	0.025964474
0.008504514	-0.01889092
0.00778412	0.014687614
0.008367662	0.071114792
0.007276905	-0.028944095
0.01166033	0.020805927
0.007767477	0.05008987
0.004848334	0.035137579
0.002969195	-0.007924622
0.000863451	0.088370338
0.003204338	0.015516644
0.002702703	-0.006544316
0.003920608	-0.025175426
0.003539175	0.016541309
0.002918643	0.021416804
0.002182612	-0.068817204
0.000967937	0.008538957
0.000362625	0.024255024
-0.000966651	-0.026887098
-0.004233188	0.091989117
-0.004129722	-0.008886305
-0.005122576	-0.005223172
-0.004903764	-0.094314193
-0.004927929	-0.051184276
-0.005076142	-0.006698252
-0.005599801	0.059934211
-0.004880491	0.024827757
-0.008174044	0.041517776
-0.006719919	0.067281133
-0.008041869	0.02220285
-0.003345773	0.000319812
0.001936733	0.038604998
0.002706186	-0.047892671
0.003598509	0.04485936
0.002048918	0.019648797
0.000255591	-0.019143717
-0.000383289	0.011834167
-0.001150307	-0.043903682
0	0.111587868
-0.001023672	-0.019923757
0.00012809	0.00958951
-0.000896516	-0.021831839
-0.000769132	0.02789269
-0.000769724	0.000963972
-0.002439338	-0.017358854
-0.003474903	0.039373744
-0.001549787	-0.023997548
-0.00206959	0.00910562
-0.001555412	0.002106271
-0.000908737	0.030261775
-0.001299376	0.010107801
0.00039032	0.007045971
-0.000520224	0.010483614
-0.00325309	0.01869728
-0.002610966	-0.025416787
-0.001701571	0.022717463
-0.000131113	0.000755237
-0.002229216	-0.005327059
-0.002497043	0.034431973
-0.000395257	-0.00998792
-0.000790826	0.019392936
0.001187178	-0.012910673
0.000131752	0.010091167
0.001976024	0.032500804
0.002235078	-0.030045057
0.002361275	-0.045746457
0.00222484	0.01153061
0.001436406	0.012397152
0.001043161	-0.0267908
0.001302592	0.03148986
0.000910628	0.037598743
0.000389914	-0.026877537
0.00168897	0.020833784
0.000389105	-0.039504605
0.00103721	0.012299147
-0.000129517	0.024277658
0.001036269	0.036074147
-0.002846791	0.027329244
-0.002335842	0.027960296
-0.001430801	0.03631171
-0.001432851	0.02127859
0.000521785	0.031776044
0.00065189	-0.000320251
0.000912052	0.04009753
0.000520698	-0.004979381
0.000260213	0.041049011
0.000520291	0.017443877
0.000910036	0.032617343
0.001688531	0.006933744
0.00064834	0.007916556
0.002202929	0.013431448
0.00168089	0.022853387
0	0.002256695
0.000516329	-0.045748028
0.001290156	0.01881397
0.001803891	0.054203285
0.002572347	0.026101
0.002950609	0.073376154
0.002558199	-0.021505376
0.002424088	0.061317061
0.001909126	0.005927547
0.003429878	-0.042613996
0.003291556	0.058405537
0.003533123	0.058576884
0.004778071	0.043452634
0.003879364	0.07814583
0.004861631	-0.057465603
0.003721623	0.053153524
0.0063033	-0.034477662
0.006632277	0.044586823
0.007686676	0.015731631
0.008112362	0.01015014
0.008527504	0.070449259
0.00774086	0.04994568
0.006735996	0.009076469
0.007864773	-0.018826175
0.008968088	0.039438221
0.009234676	-0.011615395
0.008120782	-0.145796711
0.008055366	0.062395537
0.005627462	0.080294196
0.004252938	0.059126034
0.004569263	0.056375308
0.006323497	0.041009412
0.008047624	-0.032282517
0.007545932	0.038794182
0.00998589	0.037943982
0.007522837	-0.024970416
0.0096	0.054438333
0.008980454	-0.032046099
0.00921466	-0.006254139
0.008507989	-0.028551738
0.008024691	0.062539467
0.00928761	0.019061874
0.009910001	0.057843921
0.008811455	-0.050903522
0.011315136	-0.020108142
0.012366277	0.096719896
0.013378575	-0.03079582
0.014158615	-0.021914998
0.012545986	0.023933549
0.007732439	-0.016341262
